Title,URL,Likes,Views,Comments Count,Description,Published At,Channel ID,Channel Title
Police investigate homicide in Silver Spring; suspect in custody | FOX 5 DC,https://www.youtube.com/watch?v=YY3wujHQEDA,25,1915,1,"Authorities are investigating a homicide in Montgomery County. Police responded to the 8800 block of Lanier Drive in Silver Spring around 8 a.m. Wednesday. Investigators say a suspect is in custody and the scene is secure.

DETAILS: https://bit.ly/3DvME8e

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?su...
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5... 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2023-02-01T14:26:37Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
FBI issues new &#39;jugging&#39; warning,https://www.youtube.com/watch?v=eDQbk0nWbPk,12513,701956,3383,"The FBI has issued a new warning, now also alerting people to an increasingly alarming crime trend called ""jugging.""

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2024-07-12T15:23:21Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
MPD investigates homicide of 1-year-old girl in Northwest DC,https://www.youtube.com/watch?v=Tccw2FO-USI,2,328,0,"The Metropolitan Police Department (MPD) is investigating a homicide after a 1-year-old child died in Northwest D.C. over the weekend.

Visit our website: https://www.DCNewsNow.com
Follow us on Facebook: https://www.facebook.com/wdvmtv
Follow us on Twitter: https://www.twitter.com/DCNewsNow
Subscribe to our YouTube channel: https://www.youtube.com/DCNewsNow",2024-10-01T02:33:52Z,UCP3sSdrcCw7qC0qSrD8xOHQ,DC News Now
"Person of Interest in Homicide, 400 b/o M St, NW, on January 22, 2016",https://www.youtube.com/watch?v=afr85zJwov0,0,7265,1,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a person of interest in a Homicide which occurred on Friday, January 22, 2016 at approximately 9:52 AM, in the 400 block of M Street, NW. The subject was captured by a nearby surveillance camera.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community. Ref. CCN #16-011-454.

Anyone who can identify these individuals or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE to 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2016-01-26T20:49:11Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Cold Case Profile #1: Homicide of Marcus Johnson,https://www.youtube.com/watch?v=s55EJrRcXKA,0,5712,2,"The Metropolitan Police Department continues to investigate the homicide of Marcus Johnson on May 1, 2006 at 8:44 PM. Mr. Johnson was fatally shot in the 1400 block of First Street, NW, in Washington, DC. This video provides additional information about the victim in this crime from family members who urge you to aid in bringing closure to this case.

Detectives seek your help in solving this homicide and ask you to contact Detective Jeff Owens at (202) 277-4239 or the Department's Command Information Center at (202) 727-9099.

The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia.

Anyone with information about this case is asked to call the police at (202) 727-9099. Additionally, anonymous information may be submitted to the department's TEXT TIP LINE by text messaging 50411.

To learn more about the MPD Rewards program, please visit www.mpdc.dc.gov/rewards.",2012-10-12T20:31:51Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
"Suspect arrested in connection with serial attacks on homeless men in DC, NYC: police | FOX 5 DC",https://www.youtube.com/watch?v=-KxWH94FdfY,439,31362,227,"Authorities say a suspect they believe has been stalking homeless men in D.C. and New York City, killing at least two and wounding three others in less than two weeks, has been arrested. DETAILS: https://bit.ly/36kUSlO

STAY CONNECTED:

INSTAGRAM » https://www.instagram.com/fox5dc
TWITTER » https://twitter.com/fox5dc
FACEBOOK » https://www.facebook.com/fox5dc

On the go? Stay in the know! Keep connected to DC, Maryland and Virginia news and weather by downloading FOX 5's mobile apps, and make sure to allow notifications to receive alerts: https://www.fox5dc.com/apps",2022-03-15T15:55:59Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
"Suspects, Ages 12 and 17, Arrested in Triple-Slaying",https://www.youtube.com/watch?v=2LRb9ZOytrQ,33316,2337506,108,"A 12-year-old suspect, just arrested for murder, is marched, shirtless and in cuffs, to a waiting car. A second suspect, 17, gets the same treatment. The two “perp walks” were videotaped by Florida’s Marion County Sheriff’s Department and posted on Facebook. The pair were charged with the slaying of three teens at Ocala National Forest. The killings spread fear in the Orlando area that a serial killer was on the loose.",2023-04-07T21:53:16Z,UC9k-yiEpRHMNVOnOi_aQK8w,Inside Edition
Son of Anwan &#39;Big G&#39; Glover killed in Prince George&#39;s County shooting | FOX 5 DC,https://www.youtube.com/watch?v=A-Tl5bk-UAU,187,27634,59,"The DC community is rallying around a hometown celebrity who lost his son to gun violence. Kavon Glover was found dead in Prince George’s County over the weekend. He’s the son of Anwan “Big G” Glover, a go-go band leader who starred in HBO’s “The Wire.” READ MORE: https://bit.ly/3A1DHkz

---------------------------------------------------------------------
STAY CONNECTED AND STAY AHEAD WITH FOX 5 DC

Subscribe to FOX 5 DC on YouTube » https://youtube.com/channel/fox5dc?sub_confirmation=1
 
Read the latest local and national news on fox5dc.com » https://fox5dc.com/ 

Watch FOX 5 DC programming live » https://fox5dc.com/live  

Get your local forecast from the FOX 5 DC Weather team » https://www.fox5dc.com/weather

Learn how to follow us on social media, download our news and weather mobile apps, find us on your Smart TV and sign up for our daily newsletter » https://fox5dc.com/connect-with-fox-5-on-mobile-social-smart-tv-and-our-newsletter 

Follow FOX 5 DC on Facebook » https://facebook.com/fox5dc

Follow FOX 5 DC on Twitter » https://twitter.com/fox5dc 

Follow FOX 5 DC Instagram » https://instagram.com/fox5dc

Vote in the daily FOX 5 DC InstaPoll » https://fox5dc.com/instapoll

FOX 5 DC, WTTG-TV and FOX 5 PLUS, WDCA-TV are owned-and-operated TV stations of the Fox Broadcasting Company. We are located in Washington, D.C. and serves the entire Washington metropolitan area (including Northern Virginia, Maryland, and the Martinsburg, West Virginia area). Our studio is based in Bethesda, Maryland.",2022-08-17T02:57:40Z,UCHLyP4MuA-JAFBCwxXOEDdA,FOX 5 Washington DC
Murdered &#39;sugar daddy&#39;s&#39; thumb used to access payment apps,https://www.youtube.com/watch?v=ugp39cFibwI,1560,180604,712,"Prosecutors in Washington, D.C., say two women used the severed thumb of a man they murdered to access payment apps and make purchases. WRC's Paul Wagner reports.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#WashingtonDC #SugarDaddy #Crime",2024-07-09T20:45:02Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News
Mary Houston homicide investigation follows discovery of body in Northeast D.C.,https://www.youtube.com/watch?v=Me4h8gCRnKs,0,114,0,"Mary Houston homicide investigation follows discovery of body in Northeast D.C. http://bit.ly/1odZCvB

_______________
Stay up to date with our social media:

WJLA on Facebook: https://www.facebook.com/wjlatv/
WJLA on Twitter: https://twitter.com/ABC7News
Subscribe to WJLA on YouTube: https://www.youtube.com/channel/UCfIjR00qhYUFkbWIugAAbGg/?sub_confirmation=1

Daily News Playlist:  https://www.youtube.com/playlist?list=PLSvyoe-YmPKDGkW96ly8Qt_JR67erE_zt

For more information, visit https://wjla.com/

Have a news tip? Send it directly to us: 

Email us: newsdesk@wjla.com
Call the Newsroom: 703.236.9480

WJLA is the local ABC affiliate for the greater Washington DC area. From our studios in Arlington, VA ABC7 covers national and local news, sports, and weather.

#WJLA #abc7news #DCNews",2014-05-09T16:32:53Z,UCfIjR00qhYUFkbWIugAAbGg,ABC 7 News - WJLA
DC&#39;s violent crime surge pushes business owner to launch 2nd recall,https://www.youtube.com/watch?v=mm2dEEIOHEE,2352,36253,557,"A Washington, D.C., native and small business owner, Diana Alvarez, launched a recall campaign against a Democratic councilmember after her smoke shop endured four burglaries.",2024-03-02T09:00:29Z,UCXIJgqnII2ZOINSWNOGFThA,Fox News
"7 teens arrested in gun store burglary, crime spree | NBC4 Washington",https://www.youtube.com/watch?v=i-hnaMHsbGg,100,8058,36,"Seven teenagers are in custody after a crime spree that followed a gun store burglary. Northern Virginia Bureau Chief Julie Carey has security camera video that helped police find the suspects.
_______

NBC4 Washington / WRC-TV is the No. 1 broadcast television station and the home of the most-watched local news in Washington, D.C. The station leads the market in providing timely and breaking news and information in text, video and graphics across more than 15 platforms including NBCWashington.com, the NBC4 app, NBC4 streaming news channel, newsletters, and social media.

FOLLOW & STREAM NBC4 WASHINGTON

NBC4 News Streaming channel: https://www.nbcwashington.com/watch/
Xumo Play: https://play.xumo.com/live-guide/nbc-washington-dc-news
Roku: https://therokuchannel.roku.com/watch/021707311e0b595597f97a389e0051e6/nbc-washington-dc-news
Also available on Pluto TV, Freevee, Google TV, TCL, Local Now, and Samsung TV Plus.

More here: https://www.nbcwashington.com/watchlive/
Instagram: http://nbc4dc.com/3HxYkYH
Threads: http://nbc4dc.com/ZYZAAHJ
Facebook: http://nbc4dc.com/iD1GvRQ
X: http://nbc4dc.com/APF7vQM
TikTok: http://nbc4dc.com/pg5Nx67
VISIT OUR SITE: https://www.nbcwashington.com/
DOWNLOAD OUR FREE APPS: https://www.nbcwashington.com/products/
WATCH NBC4 LIVE ON AMAZON FIRE TV: https://www.nbcwashington.com/firetv/
WATCH NBC4 LIVE ON ROKU: https://www.nbcwashington.com/roku/d",2024-11-08T23:44:16Z,UC1VKVKhJLc7PjdPPVxTDk0Q,NBC4 Washington
DC CVS gets wiped clean by robbers almost daily,https://www.youtube.com/watch?v=r8TLyCqY3hM,151,14559,126,"Staff say the stores are targeted on new shipment days, and sometimes get hit before they can even restock the shelves.",2023-10-04T22:31:32Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
"Vehicle of Interest in Homicide, 2100 b/o 9th St, NW, on April 2, 2024",https://www.youtube.com/watch?v=wXMlwFWEKnc,0,2573,0,"Detectives from the Metropolitan Police Department's Homicide Branch are investigating a homicide. Investigators seek the public's assistance in identifying and locating a vehicle of interest in reference to a Homicide incident which occurred in the 2100 block of 9th Street, NW, on Tuesday, April 2, 2024, at approximately 1:19 AM. The vehicle was captured by nearby surveillance cameras.

DO YOUR PART TO HELP PREVENT AND SOLVE CRIME. The Metropolitan Police Department currently offers a reward of up to $25,000 to anyone that provides information which leads to the arrest and conviction of the person or persons wanted for any homicide committed in the District of Columbia. Your assistance is appreciated by your community.. Ref.: CCN #24-049-010

Anyone who can identify this vehicle or who has knowledge of this incident should take no action but call police at (202) 727-9099 or text your tip to the Department's TEXT TIP LINE at 50411.

To learn more about the MPD Rewards program, please visit ww.mpdc.dc.gov/rewards.",2024-04-04T18:52:56Z,UC7GY6TMThbQJqeorxApNw3A,Washington DC Metropolitan Police Department
Police: Search underway for homicide suspect who escaped from custody,https://www.youtube.com/watch?v=3JtD5D1ywQ4,13,885,0,"Aaron Adgerson, 17, was arrested on March 22 and charged as an adult in connection with a Southeast D.C. homicide back in January.
» Subscribe to WUSA9: https://bit.ly/2lO8e2F

FOLLOW US ON SOCIAL MEDIA –
Twitter: https://twitter.com/wusa9
Facebook: https://www.facebook.com/wusa9
Instagram: https://www.instagram.com/wusa9

NEWS TIPS –
Email: newstips@wusa9.com",2021-03-27T03:04:04Z,UCcT6w3xUyVshyR2_2vrMp1w,WUSA9
